date,distance_km,duration_min,pace_min_per_km,z1_min,z2_min,z3_min,z4_min,z5_min,low_intensity_pct,high_intensity_pct
2024-01-16,9.78,56.88248972495397,5.816205493349077,0.0,0.7999999999999999,8.23333333333333,34.83325747052827,10.133333333333336,0.1672841856292758,0.8327158143707242
2024-01-18,7.01210107421875,48.43670498927434,6.90758796494828,3.216666666666667,21.649982146422076,25.40000000000001,0.7833333333333333,0.0,0.9846555610717636,0.0153444389282364
2024-01-21,13.72529296875,81.09774603446324,5.908634971880606,0.0,5.925,30.97081394990285,42.41667881011969,1.9166666666666667,0.4542188323788084,0.5457811676211916
2024-01-23,1.0379853539245258,8.162116599082946,7.863421741186178,0.1,9.6,32.06875,30.943709031740827,0.0,0.5744373186686876,0.4255626813313124
2024-01-23,8.028967017175,49.135800419251126,6.119815950687465,0.0,0.0,10.3,30.943709031740827,0.0,0.2497350563712202,0.7502649436287797
2024-01-28,14.330867698736954,85.09843396544457,5.938121525812752,0.0,0.0,31.193703804413477,49.19375506242116,0.0,0.3880419190272853,0.6119580809727146
2024-02-01,10.032441106275323,56.71571548581123,5.653231839092021,0.0,18.199995557467144,11.20000000198682,29.75,0.0,0.4970413823599172,0.5029586176400828
2024-02-02,2.9770484614329487,19.639209481080375,6.596872619140165,0.0,13.891666664679844,0.0,0.0,0.0,1.0,0.0
2024-02-02,4.0,30.0,7.5,14.947916668653487,6.000000003973641,3.8999999980131785,2.23333332935969,0.0,0.91753211800195,0.0824678819980499
2024-02-02,0.1357001551056968,1.0654499014218648,7.851500984593465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-02,0.4033959178879158,3.298137817780177,8.175932555412148,0.0,0.5000000019868215,1.4500000000000002,0.0499999980131785,0.0,0.9750000009934108,0.0249999990065892
2024-02-05,7.784068232018675,45.42490100065867,5.835624720478387,0.0,0.0,9.99999999801318,29.683245732386908,0.0,0.2519955163433744,0.7480044836566255
2024-02-05,2.3598670831859345,16.86187589963277,7.145265095552935,0.0,0.0,0.0,9.933333333333334,0.0,0.0,1.0
2024-02-08,2.9786524872723805,19.541685235500335,6.560579093734797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-08,0.2691186770787462,1.8746945997079216,6.96605163215547,0.2499999980131785,1.983333337306976,0.549999996026357,0.9166666686534882,0.0,0.7522522517152734,0.2477477482847265
2024-02-08,1.920354461010429,13.363560948769251,6.958903275459767,0.0,13.599949425458908,0.0,0.0,0.0,1.0,0.0
2024-02-11,13.732183349858024,81.1187194844087,5.907197524073795,0.0,0.0,24.658252733945844,52.1000014146169,0.0,0.3212456172624864,0.6787543827375137
2024-02-13,10.299794397901248,60.048775966962175,5.830094625888658,0.0,0.0,16.21685546437899,15.333333333333334,0.0,0.5140018517275834,0.4859981482724167
2024-02-17,6.08,37.2,6.11842105263158,0.0,0.0,34.49976614713669,0.0,0.0,1.0,0.0
2024-02-17,6.089301989274565,37.212363533178966,6.111104950735442,0.0,0.0,34.49976614713669,0.0,0.0,1.0,0.0
2024-02-18,8.000374604133075,46.23135048747063,5.77864822274535,0.0,0.0,29.783333333333335,0.0,0.0,1.0,0.0
2024-02-27,0.1291957550048828,1.0526753107706706,8.14790943193827,0.9833333353201548,0.0,0.0,0.0,0.0,1.0,0.0
2024-02-27,6.05526806640625,34.98662234942118,5.777881666960691,0.8499999980131784,23.616666664679848,9.00000000198682,0.0999999999999999,0.0,0.9970208540216708,0.0029791459783292
2024-02-29,7.084453180416027,43.19650005102157,6.097365449521526,0.0,19.11874999801318,12.5,10.833333333333334,0.0,0.7448103253548919,0.2551896746451081
2024-03-03,21.45260546875,113.49622946580251,5.290556880427993,0.0833333333333333,18.11666666666668,1.6000000000000003,63.17917051116631,29.854169760147737,0.1754800482941461,0.8245199517058539
2024-03-06,5.04531640625,31.165324898560844,6.177080363077742,0.0,12.883333333333338,9.15,0.0,0.0,1.0,0.0
2024-03-10,10.009394981511074,63.613395529985425,6.355368695859177,0.0,39.78726899822553,24.133333333333333,0.0,0.0,1.0,0.0
2024-03-13,5.820913679527246,32.116957648595175,5.517511410889639,0.0,0.0,21.35,0.0,0.0,1.0,0.0
2024-04-01,6.511133411508273,41.13864183028539,6.318199801830787,0.0,0.0,19.23333333134651,22.599908872445425,0.0,0.4597619576711441,0.5402380423288557
2024-04-03,4.494310881765259,25.36832859913508,5.644542459682051,0.0,0.1,1.7333333333333334,0.7166666666666667,0.0,0.7189542483660131,0.2810457516339869
